recid,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,gender,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
571,<0,24,existing paid,furniture/equipment,3234,<100,<1,4,female,div/dep/mar,none,4,real estate,23,none,rent,1,unskilled resident,1,yes,yes,bad
572,no checking,30,critical/other existing credit,radio/tv,5954,<100,4<= & <7,3,male,single,co applicant,2,car,38,none,own,1,skilled,1,none,yes,good
573,no checking,24,existing paid,used car,5433,no known savings,unemployed,2,female,div/dep/mar,none,4,life insurance,26,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
574,<0,15,existing paid,business,806,<100,1<= & <4,4,female,div/dep/mar,none,4,life insurance,22,none,own,1,unskilled resident,1,none,yes,good
575,0<= & <200,9,existing paid,radio/tv,1082,<100,>=7,4,male,single,none,4,car,27,none,own,2,unskilled resident,1,none,yes,good
576,no checking,15,critical/other existing credit,furniture/equipment,2788,<100,4<= & <7,2,female,div/dep/mar,co applicant,3,car,24,bank,own,2,skilled,1,none,yes,good
577,0<= & <200,12,existing paid,radio/tv,2930,<100,4<= & <7,2,female,div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes,good
578,no checking,24,critical/other existing credit,education,1927,no known savings,1<= & <4,3,female,div/dep/mar,none,2,car,33,none,own,2,skilled,1,yes,yes,good
579,0<= & <200,36,critical/other existing credit,new car,2820,<100,<1,4,male,div/sep,none,4,car,27,none,own,2,skilled,1,none,yes,bad
580,no checking,24,existing paid,retraining,937,<100,<1,4,male,mar/wid,none,3,car,27,none,own,2,unskilled resident,1,none,yes,good
581,0<= & <200,18,critical/other existing credit,new car,1056,<100,>=7,3,male,single,guarantor,3,real estate,30,bank,own,2,skilled,1,none,yes,bad
582,0<= & <200,12,critical/other existing credit,new car,3124,<100,<1,1,male,single,none,3,real estate,49,bank,own,2,unskilled resident,2,none,yes,good
583,no checking,9,existing paid,furniture/equipment,1388,<100,1<= & <4,4,female,div/dep/mar,none,2,real estate,26,none,rent,1,skilled,1,none,yes,good
584,0<= & <200,36,existing paid,repairs,2384,<100,<1,4,male,single,none,1,no known property,33,none,rent,1,unskilled resident,1,none,yes,bad
585,no checking,12,existing paid,new car,2133,no known savings,>=7,4,female,div/dep/mar,none,4,no known property,52,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
586,<0,18,existing paid,furniture/equipment,2039,<100,1<= & <4,1,female,div/dep/mar,none,4,real estate,20,bank,rent,1,skilled,1,none,yes,bad
587,<0,9,critical/other existing credit,new car,2799,<100,1<= & <4,2,male,single,none,2,real estate,36,none,rent,2,skilled,2,none,yes,good
588,<0,12,existing paid,furniture/equipment,1289,<100,1<= & <4,4,male,single,guarantor,1,life insurance,21,none,own,1,unskilled resident,1,none,yes,good
589,<0,18,existing paid,domestic appliance,1217,<100,1<= & <4,4,male,mar/wid,none,3,real estate,47,none,own,1,unskilled resident,1,yes,yes,bad
590,<0,12,critical/other existing credit,furniture/equipment,2246,<100,>=7,3,male,single,none,3,life insurance,60,none,own,2,skilled,1,none,yes,bad
591,<0,12,critical/other existing credit,radio/tv,385,<100,4<= & <7,4,female,div/dep/mar,none,3,real estate,58,none,own,4,unskilled resident,1,yes,yes,good
592,0<= & <200,24,delayed previously,new car,1965,no known savings,1<= & <4,4,female,div/dep/mar,none,4,car,42,none,rent,2,skilled,1,yes,yes,good
593,no checking,21,existing paid,business,1572,>=1000,>=7,4,female,div/dep/mar,none,4,real estate,36,bank,own,1,unskilled resident,1,none,yes,good
594,0<= & <200,24,existing paid,new car,2718,<100,1<= & <4,3,female,div/dep/mar,none,4,life insurance,20,none,rent,1,unskilled resident,1,yes,yes,bad
595,<0,24,all paid,other,1358,no known savings,>=7,4,male,single,none,3,car,40,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
596,0<= & <200,6,all paid,new car,931,100<= & <500,<1,1,female,div/dep/mar,none,1,life insurance,32,stores,own,1,unskilled resident,1,none,yes,bad
597,<0,24,existing paid,new car,1442,<100,4<= & <7,4,female,div/dep/mar,none,4,car,23,none,rent,2,skilled,1,none,yes,bad
598,0<= & <200,24,no credits/all paid,business,4241,<100,1<= & <4,1,male,single,none,4,real estate,36,none,own,3,unskilled resident,1,yes,yes,bad
599,no checking,18,critical/other existing credit,new car,2775,<100,4<= & <7,2,male,single,none,2,life insurance,31,bank,own,2,skilled,1,none,yes,bad
600,no checking,24,delayed previously,business,3863,<100,1<= & <4,1,male,single,none,2,no known property,32,none,for free,1,skilled,1,none,yes,good
601,0<= & <200,7,existing paid,radio/tv,2329,<100,<1,1,female,div/dep/mar,guarantor,1,real estate,45,none,own,1,skilled,1,none,yes,good
602,0<= & <200,9,existing paid,furniture/equipment,918,<100,1<= & <4,4,female,div/dep/mar,none,1,life insurance,30,none,own,1,skilled,1,none,yes,bad
603,0<= & <200,24,all paid,education,1837,<100,4<= & <7,4,female,div/dep/mar,none,4,no known property,34,bank,for free,1,unskilled resident,1,none,yes,bad
604,no checking,36,existing paid,furniture/equipment,3349,<100,1<= & <4,4,female,div/dep/mar,none,2,car,28,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
605,>=200,10,existing paid,furniture/equipment,1275,<100,<1,4,female,div/dep/mar,none,2,life insurance,23,none,own,1,skilled,1,none,yes,good
606,<0,24,all paid,furniture/equipment,2828,500<= & <1000,1<= & <4,4,male,single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,good
607,no checking,24,critical/other existing credit,business,4526,<100,1<= & <4,3,male,single,none,2,real estate,74,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
608,0<= & <200,36,existing paid,radio/tv,2671,100<= & <500,1<= & <4,4,female,div/dep/mar,co applicant,4,no known property,50,none,for free,1,skilled,1,none,yes,bad
609,no checking,18,existing paid,radio/tv,2051,<100,<1,4,male,single,none,1,real estate,33,none,own,1,skilled,1,none,yes,good
610,no checking,15,existing paid,used car,1300,no known savings,>=7,4,male,single,none,4,no known property,45,bank,for free,1,skilled,2,none,yes,good
611,<0,12,existing paid,domestic appliance,741,100<= & <500,unemployed,4,female,div/dep/mar,none,3,life insurance,22,none,own,1,skilled,1,none,yes,bad
612,>=200,10,existing paid,new car,1240,100<= & <500,>=7,1,female,div/dep/mar,none,4,no known property,48,none,for free,1,unskilled resident,2,none,yes,bad
613,<0,21,existing paid,radio/tv,3357,>=1000,<1,4,female,div/dep/mar,none,2,car,29,bank,own,1,skilled,1,none,yes,good
614,<0,24,all paid,used car,3632,<100,1<= & <4,1,female,div/dep/mar,guarantor,4,car,22,bank,rent,1,skilled,1,none,no,good
615,no checking,18,delayed previously,furniture/equipment,1808,<100,4<= & <7,4,female,div/dep/mar,none,1,real estate,22,none,own,1,skilled,1,none,yes,bad
616,0<= & <200,48,no credits/all paid,business,12204,no known savings,1<= & <4,2,male,single,none,2,car,48,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,good
617,0<= & <200,60,delayed previously,radio/tv,9157,no known savings,1<= & <4,2,male,single,none,2,no known property,27,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good
618,<0,6,critical/other existing credit,new car,3676,<100,1<= & <4,1,male,single,none,3,real estate,37,none,rent,3,skilled,2,none,yes,good
619,0<= & <200,30,existing paid,furniture/equipment,3441,100<= & <500,1<= & <4,2,female,div/dep/mar,co applicant,4,car,21,none,rent,1,skilled,1,none,yes,bad
620,no checking,12,existing paid,new car,640,<100,1<= & <4,4,male,div/sep,none,2,real estate,49,none,own,1,unskilled resident,1,none,yes,good
621,0<= & <200,21,critical/other existing credit,business,3652,<100,4<= & <7,2,male,single,none,3,life insurance,27,none,own,2,skilled,1,none,yes,good
622,no checking,18,critical/other existing credit,new car,1530,<100,1<= & <4,3,male,single,none,2,life insurance,32,bank,own,2,skilled,1,none,yes,bad
623,no checking,48,existing paid,business,3914,no known savings,1<= & <4,4,male,div/sep,none,2,real estate,38,bank,own,1,skilled,1,none,yes,bad
624,<0,12,existing paid,furniture/equipment,1858,<100,<1,4,female,div/dep/mar,none,1,car,22,none,rent,1,skilled,1,none,yes,good
625,<0,18,existing paid,radio/tv,2600,<100,1<= & <4,4,male,single,none,4,no known property,65,none,for free,2,skilled,1,none,yes,bad
626,no checking,15,existing paid,radio/tv,1979,no known savings,>=7,4,male,single,none,2,car,35,none,own,1,skilled,1,none,yes,good
627,>=200,6,existing paid,furniture/equipment,2116,<100,1<= & <4,2,male,single,none,2,real estate,41,none,own,1,skilled,1,yes,yes,good
628,0<= & <200,9,all paid,new car,1437,100<= & <500,4<= & <7,2,male,single,none,3,no known property,29,none,own,1,skilled,1,none,yes,bad
629,no checking,42,critical/other existing credit,furniture/equipment,4042,500<= & <1000,1<= & <4,4,male,single,none,4,real estate,36,none,own,2,skilled,1,yes,yes,good
630,no checking,9,existing paid,education,3832,no known savings,>=7,1,male,single,none,4,real estate,64,none,own,1,unskilled resident,1,none,yes,good
631,<0,24,existing paid,radio/tv,3660,<100,1<= & <4,2,female,div/dep/mar,none,4,car,28,none,own,1,skilled,1,none,yes,good
632,<0,18,all paid,furniture/equipment,1553,<100,1<= & <4,4,male,single,none,3,car,44,bank,own,1,skilled,1,none,yes,bad
633,0<= & <200,15,existing paid,radio/tv,1444,no known savings,<1,4,male,single,none,1,life insurance,23,none,own,1,skilled,1,none,yes,good
634,no checking,9,existing paid,furniture/equipment,1980,<100,<1,2,female,div/dep/mar,co applicant,2,car,19,none,rent,2,skilled,1,none,yes,bad
635,0<= & <200,24,existing paid,new car,1355,<100,<1,3,female,div/dep/mar,none,4,car,25,none,own,1,unskilled resident,1,yes,yes,bad
636,no checking,12,existing paid,education,1393,<100,>=7,4,male,single,none,4,life insurance,47,bank,own,3,skilled,2,yes,yes,good
637,no checking,24,existing paid,radio/tv,1376,500<= & <1000,4<= & <7,4,female,div/dep/mar,none,1,car,28,none,own,1,skilled,1,none,yes,good
638,no checking,60,delayed previously,radio/tv,15653,<100,4<= & <7,2,male,single,none,4,car,21,none,own,2,skilled,1,yes,yes,good
639,no checking,12,existing paid,radio/tv,1493,<100,<1,4,female,div/dep/mar,none,3,car,34,none,own,1,skilled,2,none,yes,good
640,<0,42,delayed previously,radio/tv,4370,<100,4<= & <7,3,male,single,none,2,life insurance,26,bank,own,2,skilled,2,yes,yes,bad
641,<0,18,existing paid,education,750,<100,unemployed,4,female,div/dep/mar,none,1,real estate,27,none,own,1,unemp/unskilled non res,1,none,yes,bad
642,0<= & <200,15,existing paid,repairs,1308,<100,>=7,4,male,single,none,4,car,38,none,own,2,unskilled resident,1,none,yes,good
643,no checking,15,existing paid,education,4623,100<= & <500,1<= & <4,3,male,single,none,2,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
644,no checking,24,critical/other existing credit,radio/tv,1851,<100,4<= & <7,4,male,mar/wid,guarantor,2,car,33,none,own,2,skilled,1,yes,yes,good
645,<0,18,critical/other existing credit,radio/tv,1880,<100,4<= & <7,4,male,mar/wid,none,1,life insurance,32,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
646,no checking,36,delayed previously,business,7980,no known savings,<1,4,male,single,none,4,car,27,none,rent,2,skilled,1,yes,yes,bad
647,<0,30,no credits/all paid,furniture/equipment,4583,<100,1<= & <4,2,male,div/sep,guarantor,2,real estate,32,none,own,2,skilled,1,none,yes,good
648,no checking,12,existing paid,new car,1386,500<= & <1000,1<= & <4,2,female,div/dep/mar,none,2,life insurance,26,none,own,1,skilled,1,none,yes,bad
649,>=200,24,existing paid,new car,947,<100,4<= & <7,4,male,single,none,3,no known property,38,bank,for free,1,skilled,2,none,yes,bad
650,<0,12,existing paid,education,684,<100,1<= & <4,4,male,single,none,4,car,40,none,rent,1,unskilled resident,2,none,yes,bad
651,<0,48,existing paid,education,7476,<100,4<= & <7,4,male,single,none,1,no known property,50,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
652,0<= & <200,12,existing paid,furniture/equipment,1922,<100,1<= & <4,4,male,single,none,2,life insurance,37,none,own,1,unskilled resident,1,none,yes,bad
653,<0,24,existing paid,new car,2303,<100,>=7,4,male,single,co applicant,1,real estate,45,none,own,1,skilled,1,none,yes,bad
654,0<= & <200,36,delayed previously,new car,8086,100<= & <500,>=7,2,male,single,none,4,car,42,none,own,4,high qualif/self emp/mgmt,1,yes,yes,bad
655,no checking,24,critical/other existing credit,used car,2346,<100,4<= & <7,4,male,single,none,3,car,35,none,own,2,skilled,1,yes,yes,good
656,<0,14,existing paid,new car,3973,<100,unemployed,1,male,single,none,4,no known property,22,none,for free,1,skilled,1,none,yes,good
657,0<= & <200,12,existing paid,new car,888,<100,>=7,4,male,single,none,4,car,41,bank,own,1,unskilled resident,2,none,yes,bad
658,no checking,48,existing paid,radio/tv,10222,no known savings,4<= & <7,4,male,single,none,3,car,37,stores,own,1,skilled,1,yes,yes,good
659,0<= & <200,30,no credits/all paid,business,4221,<100,1<= & <4,2,female,div/dep/mar,none,1,car,28,none,own,2,skilled,1,none,yes,good
660,0<= & <200,18,critical/other existing credit,furniture/equipment,6361,<100,>=7,2,male,single,none,1,no known property,41,none,own,1,skilled,1,yes,yes,good
661,>=200,12,existing paid,radio/tv,1297,<100,1<= & <4,3,male,mar/wid,none,4,real estate,23,none,rent,1,skilled,1,none,yes,good
662,<0,12,existing paid,new car,900,no known savings,1<= & <4,4,male,mar/wid,none,2,car,23,none,own,1,skilled,1,none,yes,bad
663,no checking,21,existing paid,furniture/equipment,2241,<100,>=7,4,male,single,none,2,real estate,50,none,own,2,skilled,1,none,yes,good
664,0<= & <200,6,delayed previously,furniture/equipment,1050,<100,unemployed,4,male,single,none,1,life insurance,35,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
665,>=200,6,critical/other existing credit,education,1047,<100,1<= & <4,2,female,div/dep/mar,none,4,life insurance,50,none,own,1,unskilled resident,1,none,yes,good
666,no checking,24,critical/other existing credit,other,6314,<100,unemployed,4,male,single,co applicant,2,no known property,27,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
667,0<= & <200,30,all paid,furniture/equipment,3496,>=1000,1<= & <4,4,male,single,none,2,car,34,stores,own,1,skilled,2,yes,yes,good
668,no checking,48,all paid,business,3609,<100,1<= & <4,1,female,div/dep/mar,none,1,real estate,27,stores,own,1,skilled,1,none,yes,good
669,<0,12,critical/other existing credit,new car,4843,<100,>=7,3,male,single,co applicant,4,life insurance,43,none,rent,2,skilled,1,yes,yes,bad
670,>=200,30,critical/other existing credit,radio/tv,3017,<100,>=7,4,male,single,none,4,life insurance,47,none,own,1,skilled,1,none,yes,good
671,no checking,24,critical/other existing credit,business,4139,100<= & <500,1<= & <4,3,male,single,none,3,life insurance,27,none,own,2,unskilled resident,1,yes,yes,good
672,no checking,36,existing paid,business,5742,100<= & <500,4<= & <7,2,male,single,none,2,car,31,none,own,2,skilled,1,yes,yes,good
673,no checking,60,existing paid,new car,10366,<100,>=7,2,male,single,none,4,life insurance,42,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
674,no checking,6,critical/other existing credit,new car,2080,500<= & <1000,1<= & <4,1,male,mar/wid,none,2,car,24,none,own,1,skilled,1,none,yes,good
675,no checking,21,delayed previously,business,2580,500<= & <1000,<1,4,male,single,none,2,real estate,41,bank,own,1,unskilled resident,2,none,yes,bad
676,no checking,30,critical/other existing credit,radio/tv,4530,<100,4<= & <7,4,female,div/dep/mar,none,4,car,26,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
677,no checking,24,critical/other existing credit,furniture/equipment,5150,<100,>=7,4,male,single,none,4,car,33,none,own,1,skilled,1,yes,yes,good
678,0<= & <200,72,existing paid,radio/tv,5595,100<= & <500,1<= & <4,2,male,mar/wid,none,2,car,24,none,own,1,skilled,1,none,yes,bad
679,<0,24,existing paid,radio/tv,2384,<100,>=7,4,male,single,none,4,real estate,64,bank,rent,1,unskilled resident,1,none,yes,good
680,no checking,18,existing paid,radio/tv,1453,<100,<1,3,female,div/dep/mar,none,1,real estate,26,none,own,1,skilled,1,none,yes,good
681,no checking,6,existing paid,education,1538,<100,<1,1,female,div/dep/mar,none,2,no known property,56,none,own,1,skilled,1,none,yes,good
682,no checking,12,existing paid,radio/tv,2279,no known savings,1<= & <4,4,male,single,none,4,no known property,37,none,for free,1,skilled,1,yes,yes,good
683,no checking,15,delayed previously,radio/tv,1478,<100,1<= & <4,4,male,mar/wid,none,3,real estate,33,bank,own,2,skilled,1,none,yes,good
684,no checking,24,critical/other existing credit,radio/tv,5103,<100,<1,3,male,mar/wid,none,3,no known property,47,none,for free,3,skilled,1,yes,yes,good
685,0<= & <200,36,delayed previously,business,9857,100<= & <500,4<= & <7,1,male,single,none,3,life insurance,31,none,own,2,unskilled resident,2,yes,yes,good
686,no checking,60,existing paid,new car,6527,no known savings,1<= & <4,4,male,single,none,4,no known property,34,none,for free,1,skilled,2,yes,yes,good
687,>=200,10,critical/other existing credit,radio/tv,1347,no known savings,4<= & <7,4,male,single,none,2,life insurance,27,none,own,2,skilled,1,yes,yes,good
688,0<= & <200,36,delayed previously,new car,2862,100<= & <500,>=7,4,male,single,none,3,no known property,30,none,for free,1,skilled,1,none,yes,good
689,no checking,9,existing paid,radio/tv,2753,100<= & <500,>=7,3,male,single,co applicant,4,car,35,none,own,1,skilled,1,yes,yes,good
690,<0,12,existing paid,new car,3651,>=1000,1<= & <4,1,male,single,none,3,life insurance,31,none,own,1,skilled,2,none,yes,good
691,<0,15,critical/other existing credit,furniture/equipment,975,<100,1<= & <4,2,male,div/sep,none,3,life insurance,25,none,own,2,skilled,1,none,yes,good
692,0<= & <200,15,existing paid,repairs,2631,100<= & <500,1<= & <4,3,female,div/dep/mar,none,2,real estate,25,none,own,1,unskilled resident,1,none,yes,good
693,0<= & <200,24,existing paid,radio/tv,2896,100<= & <500,<1,2,male,single,none,1,car,29,none,own,1,skilled,1,none,yes,good
694,<0,6,critical/other existing credit,new car,4716,no known savings,<1,1,male,single,none,3,real estate,44,none,own,2,unskilled resident,2,none,yes,good
695,no checking,24,existing paid,radio/tv,2284,<100,4<= & <7,4,male,single,none,2,car,28,none,own,1,skilled,1,yes,yes,good
696,no checking,6,existing paid,used car,1236,500<= & <1000,1<= & <4,2,male,single,none,4,life insurance,50,none,rent,1,skilled,1,none,yes,good
697,0<= & <200,12,existing paid,radio/tv,1103,<100,4<= & <7,4,male,single,guarantor,3,real estate,29,none,own,2,skilled,1,none,no,good
698,no checking,12,critical/other existing credit,new car,926,<100,unemployed,1,female,div/dep/mar,none,2,life insurance,38,none,own,1,unemp/unskilled non res,1,none,yes,good
699,no checking,18,critical/other existing credit,radio/tv,1800,<100,1<= & <4,4,male,single,none,2,car,24,none,own,2,skilled,1,none,yes,good
700,>=200,15,existing paid,education,1905,<100,>=7,4,male,single,none,4,car,40,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
701,no checking,12,existing paid,furniture/equipment,1123,500<= & <1000,1<= & <4,4,female,div/dep/mar,none,4,car,29,none,rent,1,unskilled resident,1,none,yes,bad
702,<0,48,critical/other existing credit,used car,6331,<100,>=7,4,male,single,none,4,no known property,46,none,for free,2,skilled,1,yes,yes,bad
703,>=200,24,existing paid,radio/tv,1377,100<= & <500,>=7,4,female,div/dep/mar,none,2,no known property,47,none,for free,1,skilled,1,yes,yes,good
704,0<= & <200,30,delayed previously,business,2503,100<= & <500,>=7,4,male,single,none,2,life insurance,41,stores,own,2,skilled,1,none,yes,good
705,0<= & <200,27,existing paid,business,2528,<100,<1,4,female,div/dep/mar,none,1,life insurance,32,none,own,1,skilled,2,yes,yes,good
706,no checking,15,existing paid,new car,5324,500<= & <1000,>=7,1,female,div/dep/mar,none,4,no known property,35,none,for free,1,skilled,1,none,yes,good
707,0<= & <200,48,existing paid,new car,6560,100<= & <500,4<= & <7,3,male,single,none,2,life insurance,24,none,own,1,skilled,1,none,yes,bad
708,0<= & <200,12,no credits/all paid,furniture/equipment,2969,<100,<1,4,female,div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,none,yes,bad
709,0<= & <200,9,existing paid,radio/tv,1206,<100,>=7,4,female,div/dep/mar,none,4,real estate,25,none,own,1,skilled,1,none,yes,good
710,0<= & <200,9,existing paid,radio/tv,2118,<100,1<= & <4,2,male,single,none,2,real estate,37,none,own,1,unskilled resident,2,none,yes,good
711,no checking,18,critical/other existing credit,radio/tv,629,500<= & <1000,>=7,4,male,single,none,3,life insurance,32,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
712,<0,6,all paid,education,1198,<100,>=7,4,female,div/dep/mar,none,4,no known property,35,none,for free,1,skilled,1,none,yes,bad
713,no checking,21,existing paid,used car,2476,no known savings,>=7,4,male,single,none,4,real estate,46,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
714,<0,9,critical/other existing credit,radio/tv,1138,<100,1<= & <4,4,male,single,none,4,real estate,25,none,own,2,unskilled resident,1,none,yes,good
715,0<= & <200,60,existing paid,new car,14027,<100,4<= & <7,4,male,single,none,2,no known property,27,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
716,no checking,30,critical/other existing credit,used car,7596,no known savings,>=7,1,male,single,none,4,car,63,none,own,2,skilled,1,none,yes,good
717,no checking,30,critical/other existing credit,radio/tv,3077,no known savings,>=7,3,male,single,none,2,car,40,none,own,2,skilled,2,yes,yes,good
718,no checking,18,existing paid,radio/tv,1505,<100,1<= & <4,4,male,single,none,2,no known property,32,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
719,>=200,24,critical/other existing credit,radio/tv,3148,no known savings,1<= & <4,3,male,single,none,2,car,31,none,own,2,skilled,1,yes,yes,good
720,0<= & <200,20,no credits/all paid,used car,6148,100<= & <500,>=7,3,male,mar/wid,none,4,car,31,bank,own,2,skilled,1,yes,yes,good
721,>=200,9,no credits/all paid,radio/tv,1337,<100,<1,4,male,single,none,2,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
722,0<= & <200,6,all paid,education,433,>=1000,<1,4,female,div/dep/mar,none,2,life insurance,24,bank,rent,1,skilled,2,none,yes,bad
723,<0,12,existing paid,new car,1228,<100,1<= & <4,4,female,div/dep/mar,none,2,real estate,24,none,own,1,unskilled resident,1,none,yes,bad
724,0<= & <200,9,existing paid,radio/tv,790,500<= & <1000,1<= & <4,4,female,div/dep/mar,none,3,real estate,66,none,own,1,unskilled resident,1,none,yes,good
725,no checking,27,existing paid,new car,2570,<100,1<= & <4,3,female,div/dep/mar,none,3,real estate,21,none,rent,1,skilled,1,none,yes,bad
726,no checking,6,critical/other existing credit,new car,250,>=1000,1<= & <4,2,female,div/dep/mar,none,2,real estate,41,bank,own,2,unskilled resident,1,none,yes,good
727,no checking,15,critical/other existing credit,radio/tv,1316,500<= & <1000,1<= & <4,2,male,mar/wid,none,2,life insurance,47,none,own,2,unskilled resident,1,none,yes,good
728,<0,18,existing paid,radio/tv,1882,<100,1<= & <4,4,female,div/dep/mar,none,4,car,25,bank,rent,2,skilled,1,none,yes,bad
729,0<= & <200,48,all paid,business,6416,<100,>=7,4,female,div/dep/mar,none,3,no known property,59,none,rent,1,skilled,1,none,yes,bad
730,>=200,24,critical/other existing credit,business,1275,>=1000,1<= & <4,2,male,div/sep,none,4,real estate,36,none,own,2,skilled,1,yes,yes,good
731,0<= & <200,24,delayed previously,radio/tv,6403,<100,<1,1,male,single,none,2,car,33,none,own,1,skilled,1,none,yes,good
732,<0,24,existing paid,radio/tv,1987,<100,1<= & <4,2,male,single,none,4,real estate,21,none,rent,1,unskilled resident,2,none,yes,bad
733,0<= & <200,8,existing paid,radio/tv,760,<100,4<= & <7,4,female,div/dep/mar,guarantor,2,real estate,44,none,own,1,unskilled resident,1,none,yes,good
734,no checking,24,existing paid,used car,2603,>=1000,1<= & <4,2,female,div/dep/mar,none,4,car,28,none,rent,1,skilled,1,yes,yes,good
735,no checking,4,critical/other existing credit,new car,3380,<100,4<= & <7,1,female,div/dep/mar,none,1,real estate,37,none,own,1,skilled,2,none,yes,good
736,0<= & <200,36,all paid,domestic appliance,3990,no known savings,<1,3,female,div/dep/mar,none,2,no known property,29,bank,own,1,unemp/unskilled non res,1,none,yes,good
737,0<= & <200,24,existing paid,used car,11560,<100,1<= & <4,1,female,div/dep/mar,none,4,car,23,none,rent,2,high qualif/self emp/mgmt,1,none,yes,bad
738,<0,18,existing paid,new car,4380,100<= & <500,1<= & <4,3,male,single,none,4,car,35,none,own,1,unskilled resident,2,yes,yes,good
739,no checking,6,critical/other existing credit,new car,6761,<100,4<= & <7,1,male,single,none,3,no known property,45,none,own,2,high qualif/self emp/mgmt,2,yes,yes,good
740,0<= & <200,30,no credits/all paid,business,4280,100<= & <500,1<= & <4,4,female,div/dep/mar,none,4,car,26,none,rent,2,unskilled resident,1,none,yes,bad
741,<0,24,all paid,new car,2325,100<= & <500,4<= & <7,2,male,single,none,3,car,32,bank,own,1,skilled,1,none,yes,good
742,0<= & <200,10,all paid,radio/tv,1048,<100,1<= & <4,4,male,single,none,4,real estate,23,stores,own,1,unskilled resident,1,none,yes,good
743,no checking,21,existing paid,radio/tv,3160,no known savings,>=7,4,male,single,none,3,life insurance,41,none,own,1,skilled,1,yes,yes,good
744,<0,24,all paid,furniture/equipment,2483,500<= & <1000,1<= & <4,4,male,single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,good
745,<0,39,critical/other existing credit,furniture/equipment,14179,no known savings,4<= & <7,4,male,single,none,4,life insurance,30,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
746,<0,13,critical/other existing credit,business,1797,<100,<1,3,male,single,none,1,life insurance,28,bank,own,2,unskilled resident,1,none,yes,good
747,<0,15,existing paid,new car,2511,<100,unemployed,1,female,div/dep/mar,none,4,car,23,none,rent,1,skilled,1,none,yes,good
748,<0,12,existing paid,new car,1274,<100,<1,3,female,div/dep/mar,none,1,real estate,37,none,own,1,unskilled resident,1,none,yes,bad
749,no checking,21,existing paid,used car,5248,no known savings,1<= & <4,1,male,single,none,3,car,26,none,own,1,skilled,1,none,yes,good
750,no checking,15,existing paid,used car,3029,<100,4<= & <7,2,male,single,none,2,car,33,none,own,1,skilled,1,none,yes,good
751,<0,6,existing paid,furniture/equipment,428,<100,>=7,2,female,div/dep/mar,none,1,life insurance,49,bank,own,1,skilled,1,yes,yes,good
752,<0,18,existing paid,new car,976,<100,<1,1,female,div/dep/mar,none,2,car,23,none,own,1,unskilled resident,1,none,yes,bad
753,0<= & <200,12,existing paid,business,841,100<= & <500,4<= & <7,2,female,div/dep/mar,none,4,real estate,23,none,rent,1,unskilled resident,1,none,yes,good
754,no checking,30,critical/other existing credit,radio/tv,5771,<100,4<= & <7,4,female,div/dep/mar,none,2,car,25,none,own,2,skilled,1,none,yes,good
755,no checking,12,delayed previously,repairs,1555,>=1000,>=7,4,male,single,none,4,no known property,55,none,for free,2,skilled,2,none,yes,bad
756,<0,24,existing paid,new car,1285,no known savings,4<= & <7,4,female,div/dep/mar,none,4,no known property,32,none,rent,1,skilled,1,none,yes,bad
757,>=200,6,critical/other existing credit,new car,1299,<100,1<= & <4,1,male,single,none,1,real estate,74,none,own,3,unemp/unskilled non res,2,none,no,good
758,>=200,15,critical/other existing credit,radio/tv,1271,no known savings,1<= & <4,3,male,single,none,4,no known property,39,none,for free,2,skilled,1,yes,yes,bad
759,no checking,24,existing paid,new car,1393,<100,1<= & <4,2,male,single,guarantor,2,real estate,31,none,own,1,skilled,1,yes,yes,good
760,<0,12,critical/other existing credit,new car,691,<100,>=7,4,male,single,none,3,life insurance,35,none,own,2,skilled,1,none,yes,bad
