state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,class
42.0,102.0,b'408',4287.0,b'0',b'0',0.0,157.4,83.0,26.76,47.3,102.0,4.02,160.4,92.0,7.22,11.4,5.0,3.08,b'0',0
14.0,53.0,b'415',3945.0,b'0',b'0',0.0,214.3,138.0,36.43,232.2,99.0,19.74,0.0,0.0,0.0,8.3,5.0,2.24,b'1',0
41.0,52.0,b'510',3984.0,b'1',b'0',0.0,251.4,118.0,42.74,196.6,80.0,16.71,192.0,53.0,8.64,11.0,2.0,2.97,b'0',1
33.0,162.0,b'415',2771.0,b'0',b'0',0.0,115.1,89.0,19.57,196.8,111.0,16.73,212.4,98.0,9.56,11.4,3.0,3.08,b'2',0
28.0,141.0,b'415',2016.0,b'0',b'0',0.0,208.5,129.0,35.45,190.3,86.0,16.18,144.7,93.0,6.51,12.0,9.0,3.24,b'1',0
10.0,143.0,b'408',1685.0,b'0',b'1',33.0,239.2,109.0,40.66,235.5,112.0,20.02,156.3,95.0,7.03,9.5,4.0,2.57,b'1',0
16.0,68.0,b'415',1871.0,b'0',b'0',0.0,207.6,68.0,35.29,251.6,123.0,21.39,191.6,100.0,8.62,10.9,6.0,2.94,b'2',0
33.0,139.0,b'510',3815.0,b'1',b'0',0.0,172.6,92.0,29.34,281.7,123.0,23.94,253.4,117.0,11.4,10.5,3.0,2.84,b'3',0
17.0,72.0,b'415',4822.0,b'0',b'0',0.0,198.4,147.0,33.73,216.9,121.0,18.44,112.8,125.0,5.08,13.1,4.0,3.54,b'0',0
31.0,108.0,b'415',272.0,b'0',b'1',41.0,171.6,110.0,29.17,136.1,78.0,11.57,183.4,103.0,8.25,10.8,7.0,2.92,b'0',0
14.0,156.0,b'415',4404.0,b'0',b'0',0.0,162.6,113.0,27.64,260.2,90.0,22.12,214.7,93.0,9.66,10.9,2.0,2.94,b'0',0
1.0,26.0,b'408',2148.0,b'0',b'0',0.0,290.1,143.0,49.32,245.7,97.0,20.88,147.0,80.0,6.61,7.4,4.0,2.0,b'2',1
50.0,94.0,b'510',1393.0,b'0',b'0',0.0,271.2,105.0,46.1,202.6,105.0,17.22,221.6,51.0,9.97,11.5,3.0,3.11,b'3',1
10.0,76.0,b'408',1785.0,b'0',b'0',0.0,203.6,61.0,34.61,161.7,127.0,13.74,175.9,97.0,7.92,8.4,3.0,2.27,b'0',0
6.0,45.0,b'415',4673.0,b'0',b'0',0.0,142.4,107.0,24.21,318.7,78.0,27.09,224.1,108.0,10.08,11.1,7.0,3.0,b'1',0
24.0,119.0,b'408',3260.0,b'0',b'1',32.0,142.6,77.0,24.24,208.2,126.0,17.7,171.0,102.0,7.69,12.0,2.0,3.24,b'3',0
7.0,130.0,b'510',140.0,b'0',b'0',0.0,132.4,81.0,22.51,200.3,110.0,17.03,202.5,103.0,9.11,6.0,1.0,1.62,b'2',0
29.0,74.0,b'415',3800.0,b'0',b'1',25.0,194.6,84.0,33.08,119.9,103.0,10.19,175.5,75.0,7.9,13.1,2.0,3.54,b'2',0
46.0,84.0,b'415',3982.0,b'0',b'1',42.0,214.3,112.0,36.43,188.2,107.0,16.0,333.5,117.0,15.01,11.3,10.0,3.05,b'0',0
26.0,185.0,b'408',4982.0,b'0',b'1',29.0,151.1,121.0,25.69,244.7,88.0,20.8,154.4,91.0,6.95,13.8,2.0,3.73,b'2',0
48.0,100.0,b'510',2183.0,b'0',b'1',38.0,224.7,121.0,38.2,294.0,131.0,24.99,290.0,61.0,13.05,9.8,6.0,2.65,b'0',0
37.0,60.0,b'415',2066.0,b'0',b'0',0.0,207.8,109.0,35.33,123.5,112.0,10.5,291.6,115.0,13.12,5.7,9.0,1.54,b'0',0
25.0,1.0,b'415',4258.0,b'0',b'0',0.0,144.8,107.0,24.62,112.5,66.0,9.56,218.7,79.0,9.84,13.8,3.0,3.73,b'1',0
49.0,36.0,b'408',2243.0,b'0',b'0',0.0,175.1,144.0,29.77,216.9,69.0,18.44,243.7,146.0,10.97,9.9,3.0,2.67,b'1',0
42.0,68.0,b'415',1522.0,b'0',b'0',0.0,178.7,61.0,30.38,252.3,84.0,21.45,255.7,76.0,11.51,8.4,4.0,2.27,b'1',0
29.0,77.0,b'415',1175.0,b'0',b'0',0.0,169.4,102.0,28.8,184.9,144.0,15.72,234.3,89.0,10.54,2.0,7.0,0.54,b'1',0
50.0,71.0,b'415',4334.0,b'0',b'0',0.0,243.7,124.0,41.43,60.0,90.0,5.1,189.0,129.0,8.5,11.3,2.0,3.05,b'0',0
16.0,128.0,b'415',2845.0,b'0',b'1',25.0,265.1,110.0,45.07,197.4,99.0,16.78,244.7,91.0,11.01,10.0,3.0,2.7,b'1',0
19.0,57.0,b'510',1301.0,b'0',b'0',0.0,154.2,78.0,26.21,196.7,85.0,16.72,253.5,97.0,11.41,10.1,9.0,2.73,b'1',0
27.0,110.0,b'415',2724.0,b'1',b'0',0.0,135.1,99.0,22.97,227.3,123.0,19.32,176.0,110.0,7.92,13.2,4.0,3.56,b'1',1
19.0,100.0,b'415',3271.0,b'0',b'0',0.0,167.2,100.0,28.42,141.2,87.0,12.0,251.3,76.0,11.31,6.1,6.0,1.65,b'3',0
46.0,105.0,b'510',2406.0,b'0',b'0',0.0,167.7,93.0,28.51,234.1,103.0,19.9,169.7,121.0,7.64,6.9,5.0,1.86,b'3',0
50.0,215.0,b'510',3464.0,b'0',b'0',0.0,83.6,148.0,14.21,120.9,91.0,10.28,226.6,110.0,10.2,10.7,9.0,2.89,b'0',0
27.0,74.0,b'415',92.0,b'0',b'0',0.0,102.7,89.0,17.46,149.3,100.0,12.69,188.1,114.0,8.46,11.0,5.0,2.97,b'0',0
35.0,69.0,b'510',2059.0,b'0',b'0',0.0,221.6,88.0,37.67,231.8,87.0,19.7,211.7,116.0,9.53,8.6,9.0,2.32,b'1',0
45.0,89.0,b'415',4590.0,b'0',b'1',32.0,209.9,113.0,35.68,249.8,104.0,21.23,224.2,92.0,10.09,8.7,7.0,2.35,b'1',0
23.0,115.0,b'415',4766.0,b'0',b'0',0.0,200.2,92.0,34.03,244.9,107.0,20.82,190.9,96.0,8.59,8.8,3.0,2.38,b'1',0
14.0,156.0,b'415',832.0,b'0',b'0',0.0,174.5,65.0,29.67,197.4,116.0,16.78,238.5,86.0,10.73,10.6,2.0,2.86,b'0',0
33.0,136.0,b'415',4675.0,b'0',b'1',21.0,179.4,88.0,30.5,181.1,97.0,15.39,320.7,120.0,14.43,9.5,4.0,2.57,b'2',0
15.0,108.0,b'415',1619.0,b'0',b'0',0.0,201.1,101.0,34.19,170.7,86.0,14.51,237.4,113.0,10.68,11.6,3.0,3.13,b'3',0
16.0,24.0,b'510',2462.0,b'0',b'1',41.0,187.1,80.0,31.81,286.1,77.0,24.32,188.0,107.0,8.46,10.4,2.0,2.81,b'1',0
2.0,85.0,b'415',2751.0,b'0',b'0',0.0,96.7,97.0,16.44,193.8,95.0,16.47,171.7,88.0,7.73,9.7,3.0,2.62,b'2',0
14.0,87.0,b'408',4721.0,b'1',b'1',36.0,171.2,138.0,29.1,185.8,102.0,15.79,227.6,97.0,10.24,10.8,3.0,2.92,b'1',0
36.0,117.0,b'415',3474.0,b'0',b'1',31.0,104.9,115.0,17.83,237.6,125.0,20.2,263.4,104.0,11.85,7.7,6.0,2.08,b'3',0
39.0,107.0,b'415',3031.0,b'0',b'1',37.0,60.0,102.0,10.2,102.2,80.0,8.69,261.8,106.0,11.78,11.1,3.0,3.0,b'0',0
23.0,81.0,b'415',2176.0,b'0',b'0',0.0,198.4,93.0,33.73,210.9,108.0,17.93,193.3,71.0,8.7,10.4,6.0,2.81,b'2',0
31.0,135.0,b'510',1850.0,b'0',b'0',0.0,180.1,112.0,30.62,257.2,89.0,21.86,131.6,111.0,5.92,11.4,7.0,3.08,b'1',0
39.0,83.0,b'415',370.0,b'0',b'1',20.0,95.0,89.0,16.15,167.9,92.0,14.27,200.6,79.0,9.03,11.2,2.0,3.02,b'0',0
23.0,101.0,b'415',1811.0,b'0',b'0',0.0,183.9,115.0,31.26,255.9,101.0,21.75,275.0,145.0,12.38,10.8,11.0,2.92,b'1',0
41.0,158.0,b'415',3916.0,b'0',b'0',0.0,98.2,87.0,16.69,198.3,71.0,16.86,246.0,99.0,11.07,13.0,5.0,3.51,b'2',0
6.0,147.0,b'415',3140.0,b'0',b'0',0.0,124.4,74.0,21.15,320.9,78.0,27.28,157.2,126.0,7.07,10.4,4.0,2.81,b'2',0
30.0,119.0,b'415',1678.0,b'0',b'1',19.0,178.1,110.0,30.28,212.8,100.0,18.09,226.3,123.0,10.18,10.0,6.0,2.7,b'1',0
37.0,151.0,b'510',621.0,b'0',b'0',0.0,156.4,108.0,26.59,233.4,118.0,19.84,195.7,141.0,8.81,7.7,6.0,2.08,b'4',0
49.0,113.0,b'415',739.0,b'0',b'0',0.0,61.2,111.0,10.4,92.3,88.0,7.85,197.4,114.0,8.88,13.7,3.0,3.7,b'5',1
8.0,99.0,b'415',4612.0,b'0',b'0',0.0,140.7,88.0,23.92,210.9,98.0,17.93,229.9,125.0,10.35,12.4,4.0,3.35,b'2',0
12.0,168.0,b'408',1854.0,b'0',b'0',0.0,128.8,96.0,21.9,104.9,71.0,8.92,141.1,128.0,6.35,11.2,2.0,3.02,b'1',0
34.0,137.0,b'510',600.0,b'0',b'0',0.0,109.8,120.0,18.67,230.5,86.0,19.59,255.8,103.0,11.51,11.9,6.0,3.21,b'1',0
43.0,145.0,b'415',1253.0,b'0',b'0',0.0,187.9,110.0,31.94,197.0,117.0,16.75,167.0,108.0,7.52,4.8,4.0,1.3,b'2',0
25.0,103.0,b'415',4472.0,b'0',b'0',0.0,129.3,103.0,21.98,202.8,89.0,17.24,233.0,126.0,10.49,12.9,2.0,3.48,b'2',0
27.0,73.0,b'408',1844.0,b'0',b'0',0.0,187.8,95.0,31.93,149.2,143.0,12.68,201.4,113.0,9.06,11.0,4.0,2.97,b'2',0
0.0,98.0,b'415',3131.0,b'0',b'0',0.0,237.5,130.0,40.38,213.2,85.0,18.12,194.1,107.0,8.73,10.1,3.0,2.73,b'0',0
3.0,107.0,b'415',2480.0,b'0',b'1',32.0,134.2,101.0,22.81,211.9,145.0,18.01,167.6,138.0,7.54,8.2,5.0,2.21,b'1',0
36.0,71.0,b'415',615.0,b'0',b'0',0.0,123.8,130.0,21.05,226.5,91.0,19.25,213.9,96.0,9.63,8.8,7.0,2.38,b'2',0
29.0,80.0,b'415',1551.0,b'0',b'0',0.0,127.8,67.0,21.73,181.6,112.0,15.44,197.3,63.0,8.88,15.9,2.0,4.29,b'2',0
31.0,83.0,b'415',1296.0,b'0',b'0',0.0,167.0,120.0,28.39,209.1,102.0,17.77,131.0,107.0,5.9,8.6,2.0,2.32,b'1',0
4.0,67.0,b'510',2076.0,b'0',b'0',0.0,102.8,93.0,17.48,137.8,91.0,11.71,158.9,110.0,7.15,8.9,5.0,2.4,b'1',0
6.0,212.0,b'415',2043.0,b'0',b'0',0.0,126.0,96.0,21.42,144.3,80.0,12.27,302.8,102.0,13.63,7.6,3.0,2.05,b'1',0
9.0,133.0,b'408',3517.0,b'0',b'1',49.0,229.4,78.0,39.0,219.5,106.0,18.66,172.3,115.0,7.75,12.0,4.0,3.24,b'3',0
1.0,106.0,b'415',3495.0,b'0',b'0',0.0,222.1,123.0,37.76,276.8,92.0,23.53,213.5,99.0,9.61,9.0,3.0,2.43,b'0',0
49.0,78.0,b'408',3687.0,b'0',b'0',0.0,226.3,88.0,38.47,306.2,81.0,26.03,200.9,120.0,9.04,7.8,11.0,2.11,b'1',1
18.0,155.0,b'408',1370.0,b'0',b'1',39.0,183.3,106.0,31.16,205.1,101.0,17.43,263.7,90.0,11.87,5.1,7.0,1.38,b'1',0
7.0,68.0,b'415',3690.0,b'1',b'1',39.0,142.0,140.0,24.14,241.6,89.0,20.54,302.0,72.0,13.59,11.3,5.0,3.05,b'1',0
28.0,131.0,b'408',3463.0,b'0',b'1',33.0,177.1,100.0,30.11,194.0,85.0,16.49,253.4,124.0,11.4,5.2,5.0,1.4,b'1',0
0.0,109.0,b'415',2352.0,b'0',b'1',40.0,155.9,110.0,26.5,161.2,99.0,13.7,229.2,81.0,10.31,11.5,13.0,3.11,b'0',0
3.0,137.0,b'415',2241.0,b'0',b'0',0.0,141.1,91.0,23.99,147.2,100.0,12.51,254.7,75.0,11.46,8.0,7.0,2.16,b'2',0
28.0,146.0,b'408',3468.0,b'0',b'1',19.0,176.6,88.0,30.02,162.7,66.0,13.83,215.5,98.0,9.7,14.6,6.0,3.94,b'1',0
49.0,107.0,b'415',1771.0,b'0',b'0',0.0,123.1,100.0,20.93,158.4,82.0,13.46,256.1,82.0,11.52,9.3,5.0,2.51,b'0',0
37.0,117.0,b'415',3914.0,b'0',b'1',17.0,221.3,82.0,37.62,167.6,100.0,14.25,262.7,87.0,11.82,4.4,4.0,1.19,b'0',0
39.0,114.0,b'415',4175.0,b'0',b'1',23.0,186.2,95.0,31.65,258.3,129.0,21.96,183.9,93.0,8.28,7.8,6.0,2.11,b'0',0
6.0,77.0,b'415',783.0,b'0',b'0',0.0,221.8,84.0,37.71,166.0,125.0,14.11,210.2,72.0,9.46,13.2,4.0,3.56,b'1',0
6.0,107.0,b'408',625.0,b'0',b'0',0.0,103.4,94.0,17.58,189.3,125.0,16.09,227.2,125.0,10.22,14.4,3.0,3.89,b'1',0
47.0,112.0,b'415',1654.0,b'0',b'0',0.0,158.1,107.0,26.88,181.5,101.0,15.43,200.3,126.0,9.01,8.3,7.0,2.24,b'1',0
35.0,69.0,b'415',45.0,b'0',b'0',0.0,229.2,111.0,38.96,165.3,104.0,14.05,235.1,80.0,10.58,5.2,5.0,1.4,b'1',0
32.0,118.0,b'415',2355.0,b'0',b'1',42.0,148.7,105.0,25.28,167.3,105.0,14.22,270.6,105.0,12.18,10.4,7.0,2.81,b'0',0
41.0,113.0,b'415',4147.0,b'1',b'0',0.0,204.3,82.0,34.73,188.8,115.0,16.05,139.4,97.0,6.27,9.2,7.0,2.48,b'1',0
39.0,42.0,b'415',1942.0,b'0',b'0',0.0,251.1,81.0,42.69,178.3,106.0,15.16,184.6,90.0,8.31,12.7,5.0,3.43,b'0',0
49.0,123.0,b'408',3129.0,b'0',b'1',31.0,203.6,108.0,34.61,156.9,112.0,13.34,236.2,114.0,10.63,12.0,5.0,3.24,b'1',0
40.0,97.0,b'510',3018.0,b'0',b'0',0.0,164.2,97.0,27.91,232.2,85.0,19.74,198.8,118.0,8.95,6.5,3.0,1.76,b'1',0
22.0,61.0,b'415',1151.0,b'0',b'1',33.0,270.7,53.0,46.02,200.7,116.0,17.06,201.7,102.0,9.08,10.9,3.0,2.94,b'3',0
34.0,77.0,b'415',2938.0,b'1',b'0',0.0,132.9,86.0,22.59,168.1,121.0,14.29,196.3,102.0,8.83,7.8,3.0,2.11,b'0',0
21.0,42.0,b'510',3060.0,b'0',b'0',0.0,139.4,109.0,23.7,223.8,121.0,19.02,244.9,105.0,11.02,4.6,3.0,1.24,b'1',0
16.0,48.0,b'408',2895.0,b'0',b'1',26.0,192.9,60.0,32.79,179.2,87.0,15.23,185.5,137.0,8.35,18.7,7.0,5.05,b'0',0
29.0,90.0,b'415',1383.0,b'0',b'0',0.0,145.5,92.0,24.74,217.7,114.0,18.5,146.9,123.0,6.61,10.9,2.0,2.94,b'3',0
49.0,85.0,b'415',4668.0,b'0',b'0',0.0,116.9,75.0,19.87,183.3,109.0,15.58,307.4,119.0,13.83,10.0,8.0,2.7,b'2',0
27.0,114.0,b'408',4113.0,b'0',b'0',0.0,193.0,101.0,32.81,250.0,81.0,21.25,133.3,79.0,6.0,9.6,2.0,2.59,b'2',0
45.0,80.0,b'415',2925.0,b'0',b'0',0.0,197.5,114.0,33.58,206.9,119.0,17.59,163.6,109.0,7.36,11.3,4.0,3.05,b'1',0
20.0,90.0,b'415',1358.0,b'0',b'0',0.0,114.4,122.0,19.45,127.7,154.0,10.85,253.1,109.0,11.39,10.1,5.0,2.73,b'2',0
26.0,102.0,b'408',3743.0,b'0',b'0',0.0,273.2,85.0,46.44,211.1,82.0,17.94,203.7,129.0,9.17,13.1,7.0,3.54,b'2',1
22.0,37.0,b'415',3042.0,b'0',b'0',0.0,191.4,116.0,32.54,167.4,99.0,14.23,216.5,112.0,9.74,14.0,5.0,3.78,b'3',0
5.0,135.0,b'408',1240.0,b'0',b'0',0.0,129.4,104.0,22.0,199.0,96.0,16.92,142.4,81.0,6.41,12.3,4.0,3.32,b'1',0
45.0,143.0,b'510',3153.0,b'0',b'0',0.0,110.1,113.0,18.72,169.0,59.0,14.37,166.7,94.0,7.5,9.2,2.0,2.48,b'1',0
13.0,78.0,b'415',230.0,b'0',b'0',0.0,103.5,115.0,17.6,117.9,102.0,10.02,201.0,94.0,9.05,12.0,3.0,3.24,b'4',1
11.0,90.0,b'408',770.0,b'0',b'0',0.0,193.8,90.0,32.95,206.6,98.0,17.56,153.3,120.0,6.9,10.1,9.0,2.73,b'3',0
29.0,82.0,b'408',830.0,b'0',b'0',0.0,185.8,36.0,31.59,276.5,134.0,23.5,192.1,104.0,8.64,5.7,7.0,1.54,b'4',0
37.0,45.0,b'415',3871.0,b'0',b'1',32.0,235.0,85.0,39.95,240.5,101.0,20.44,147.1,88.0,6.62,7.7,3.0,2.08,b'2',0
35.0,176.0,b'415',3309.0,b'0',b'1',31.0,167.0,93.0,28.39,174.1,128.0,14.8,155.0,124.0,6.98,10.4,4.0,2.81,b'3',0
31.0,107.0,b'510',171.0,b'0',b'0',0.0,156.3,75.0,26.57,215.3,93.0,18.3,118.2,115.0,5.32,8.8,2.0,2.38,b'1',0
0.0,96.0,b'408',360.0,b'0',b'1',29.0,150.0,91.0,25.5,159.4,75.0,13.55,228.1,55.0,10.26,8.5,3.0,2.3,b'1',0
49.0,21.0,b'415',248.0,b'0',b'0',0.0,91.9,109.0,15.62,198.4,111.0,16.86,171.7,125.0,7.73,13.0,7.0,3.51,b'2',0
11.0,118.0,b'415',4808.0,b'0',b'0',0.0,133.4,113.0,22.68,121.0,92.0,10.29,254.7,129.0,11.46,5.9,4.0,1.59,b'1',0
1.0,125.0,b'408',2981.0,b'0',b'0',0.0,169.3,90.0,28.78,156.0,138.0,13.26,210.8,106.0,9.49,11.6,6.0,3.13,b'2',0
24.0,83.0,b'415',2765.0,b'0',b'1',30.0,272.5,105.0,46.33,253.0,83.0,21.51,180.8,123.0,8.14,8.7,6.0,2.35,b'3',0
28.0,56.0,b'510',2954.0,b'0',b'0',0.0,164.3,92.0,27.93,233.7,107.0,19.86,187.3,104.0,8.43,11.8,1.0,3.19,b'2',0
3.0,98.0,b'408',4883.0,b'0',b'1',40.0,212.1,90.0,36.06,233.9,110.0,19.88,234.0,84.0,10.53,7.1,4.0,1.92,b'0',0
12.0,45.0,b'510',232.0,b'0',b'0',0.0,159.8,91.0,27.17,120.4,86.0,10.23,163.0,93.0,7.34,10.6,3.0,2.86,b'2',0
40.0,87.0,b'408',404.0,b'0',b'0',0.0,322.5,106.0,54.83,204.6,93.0,17.39,186.2,128.0,8.38,9.4,4.0,2.54,b'2',1
6.0,31.0,b'415',3308.0,b'0',b'1',31.0,100.1,54.0,17.02,246.3,97.0,20.94,255.0,131.0,11.48,5.9,3.0,1.59,b'0',0
1.0,76.0,b'415',635.0,b'0',b'0',0.0,222.0,99.0,37.74,215.9,122.0,18.35,204.1,131.0,9.18,8.2,5.0,2.21,b'3',1
13.0,87.0,b'415',2251.0,b'0',b'0',0.0,156.8,93.0,26.66,215.8,68.0,18.34,223.3,77.0,10.05,7.6,6.0,2.05,b'1',0
14.0,67.0,b'415',2185.0,b'0',b'0',0.0,109.1,117.0,18.55,217.4,124.0,18.48,188.4,141.0,8.48,12.8,6.0,3.46,b'0',0
41.0,183.0,b'415',2328.0,b'0',b'1',31.0,171.2,104.0,29.1,193.6,74.0,16.46,196.5,85.0,8.84,10.2,4.0,2.75,b'1',0
34.0,122.0,b'510',3643.0,b'0',b'0',0.0,145.6,102.0,24.75,284.7,111.0,24.2,228.2,91.0,10.27,12.2,5.0,3.29,b'0',0
50.0,125.0,b'415',2718.0,b'0',b'0',0.0,140.1,132.0,23.82,209.6,126.0,17.82,264.1,77.0,11.88,8.0,2.0,2.16,b'1',0
37.0,70.0,b'415',3191.0,b'0',b'0',0.0,101.9,98.0,17.32,193.3,113.0,16.43,167.5,126.0,7.54,15.0,6.0,4.05,b'1',0
33.0,143.0,b'408',3437.0,b'0',b'0',0.0,155.5,101.0,26.44,213.4,89.0,18.14,237.9,61.0,10.71,7.6,11.0,2.05,b'1',0
35.0,78.0,b'415',2566.0,b'0',b'1',27.0,121.9,88.0,20.72,225.4,75.0,19.16,90.8,118.0,4.09,13.0,4.0,3.51,b'3',0
15.0,65.0,b'415',100.0,b'0',b'0',0.0,129.1,137.0,21.95,228.5,83.0,19.42,208.8,111.0,9.4,12.7,6.0,3.43,b'4',1
14.0,71.0,b'415',4309.0,b'0',b'0',0.0,112.1,122.0,19.06,157.9,86.0,13.42,271.6,104.0,12.22,11.1,5.0,3.0,b'0',0
10.0,64.0,b'408',1525.0,b'0',b'0',0.0,124.1,117.0,21.1,192.8,108.0,16.39,162.9,84.0,7.33,6.4,5.0,1.73,b'3',0
45.0,105.0,b'415',881.0,b'0',b'0',0.0,259.3,96.0,44.08,175.2,97.0,14.89,222.4,36.0,10.01,12.0,5.0,3.24,b'3',0
34.0,123.0,b'415',101.0,b'0',b'0',0.0,123.2,104.0,20.94,190.0,117.0,16.15,170.3,95.0,7.66,12.9,5.0,3.48,b'4',1
22.0,115.0,b'415',3927.0,b'0',b'1',26.0,155.2,110.0,26.38,230.9,133.0,19.63,261.6,100.0,11.77,4.5,4.0,1.22,b'0',0
16.0,131.0,b'510',4480.0,b'0',b'0',0.0,195.6,93.0,33.25,245.0,100.0,20.83,104.7,97.0,4.71,13.2,6.0,3.56,b'2',0
49.0,153.0,b'408',4127.0,b'0',b'1',28.0,235.6,74.0,40.05,227.9,37.0,19.37,170.3,103.0,7.66,15.4,9.0,4.16,b'0',0
27.0,122.0,b'415',2046.0,b'0',b'0',0.0,180.0,88.0,30.6,145.0,77.0,12.33,233.7,120.0,10.52,11.5,6.0,3.11,b'2',0
45.0,10.0,b'408',1146.0,b'0',b'0',0.0,186.1,112.0,31.64,190.2,66.0,16.17,282.8,57.0,12.73,11.4,6.0,3.08,b'2',0
21.0,39.0,b'408',2033.0,b'0',b'0',0.0,154.1,104.0,26.2,204.2,112.0,17.36,196.2,92.0,8.83,9.8,4.0,2.65,b'2',0
36.0,155.0,b'408',2100.0,b'0',b'1',30.0,61.6,103.0,10.47,255.1,110.0,21.68,225.9,96.0,10.17,12.4,5.0,3.35,b'1',0
38.0,176.0,b'415',4984.0,b'0',b'0',0.0,169.5,151.0,28.82,112.9,84.0,9.6,56.6,99.0,2.55,8.7,4.0,2.35,b'0',0
49.0,80.0,b'415',1526.0,b'0',b'1',38.0,236.6,69.0,40.22,197.5,68.0,16.79,209.5,102.0,9.43,9.5,10.0,2.57,b'2',0
4.0,96.0,b'415',1958.0,b'0',b'0',0.0,183.9,88.0,31.26,109.2,86.0,9.28,190.2,78.0,8.56,16.6,7.0,4.48,b'2',0
19.0,116.0,b'415',90.0,b'0',b'0',0.0,119.0,94.0,20.23,144.3,110.0,12.27,199.7,65.0,8.99,8.8,5.0,2.38,b'2',0
50.0,116.0,b'415',1059.0,b'0',b'1',42.0,280.4,95.0,47.67,174.4,101.0,14.82,190.0,65.0,8.55,9.9,1.0,2.67,b'3',0
44.0,91.0,b'415',2786.0,b'0',b'1',34.0,175.3,96.0,29.8,262.3,122.0,22.3,143.9,76.0,6.48,5.6,11.0,1.51,b'1',0
23.0,117.0,b'408',2380.0,b'0',b'0',0.0,161.6,104.0,27.47,196.3,119.0,16.69,294.8,111.0,13.27,13.8,2.0,3.73,b'1',0
8.0,87.0,b'415',2689.0,b'0',b'0',0.0,177.2,72.0,30.12,248.9,105.0,21.16,200.8,87.0,9.04,8.6,7.0,2.32,b'3',0
32.0,103.0,b'408',4761.0,b'0',b'0',0.0,107.9,111.0,18.34,166.9,129.0,14.19,208.5,78.0,9.38,9.7,3.0,2.62,b'1',0
2.0,93.0,b'415',4466.0,b'0',b'0',0.0,131.9,91.0,22.42,203.8,92.0,17.32,205.6,121.0,9.25,6.8,3.0,1.84,b'1',0
18.0,94.0,b'408',1715.0,b'0',b'0',0.0,157.5,97.0,26.78,224.5,112.0,19.08,310.8,106.0,13.99,11.1,6.0,3.0,b'0',0
5.0,54.0,b'510',1724.0,b'0',b'1',39.0,117.6,82.0,19.99,159.2,60.0,13.53,236.4,113.0,10.64,11.3,10.0,3.05,b'2',0
48.0,89.0,b'408',3896.0,b'0',b'0',0.0,234.8,95.0,39.92,109.7,87.0,9.32,180.3,99.0,8.11,10.4,2.0,2.81,b'0',0
42.0,93.0,b'415',124.0,b'0',b'1',21.0,213.8,103.0,36.35,257.7,72.0,21.9,218.4,114.0,9.83,7.2,6.0,1.94,b'1',0
10.0,117.0,b'510',1021.0,b'0',b'0',0.0,149.9,95.0,25.48,256.1,110.0,21.77,212.7,92.0,9.57,13.3,13.0,3.59,b'2',0
23.0,91.0,b'415',2872.0,b'0',b'0',0.0,133.8,61.0,22.75,158.8,96.0,13.5,189.6,92.0,8.53,10.5,2.0,2.84,b'1',0
12.0,52.0,b'408',4537.0,b'0',b'0',0.0,191.9,108.0,32.62,269.8,96.0,22.93,236.8,87.0,10.66,7.8,5.0,2.11,b'3',0
23.0,62.0,b'415',4306.0,b'0',b'0',0.0,147.1,91.0,25.01,190.4,107.0,16.18,195.2,115.0,8.78,12.2,3.0,3.29,b'0',0
48.0,90.0,b'415',4926.0,b'0',b'0',0.0,200.9,92.0,34.15,164.3,91.0,13.97,249.0,98.0,11.21,8.9,7.0,2.4,b'1',0
12.0,80.0,b'408',4544.0,b'0',b'1',22.0,182.8,142.0,31.08,229.3,111.0,19.49,313.8,85.0,14.12,11.3,2.0,3.05,b'1',0
30.0,35.0,b'408',3458.0,b'0',b'0',0.0,138.1,115.0,23.48,158.2,82.0,13.45,215.7,118.0,9.71,10.3,2.0,2.78,b'5',1
14.0,103.0,b'408',3333.0,b'0',b'0',0.0,147.3,81.0,25.04,158.4,88.0,13.46,193.8,103.0,8.72,11.0,3.0,2.97,b'2',0
49.0,83.0,b'415',719.0,b'0',b'1',37.0,78.5,109.0,13.35,210.5,101.0,17.89,179.7,102.0,8.09,11.8,4.0,3.19,b'1',0
43.0,115.0,b'415',1611.0,b'0',b'0',0.0,211.1,112.0,35.89,227.8,113.0,19.36,179.6,110.0,8.08,7.2,2.0,1.94,b'0',0
23.0,115.0,b'408',4921.0,b'0',b'0',0.0,173.5,121.0,29.5,168.3,100.0,14.31,138.3,105.0,6.22,7.8,5.0,2.11,b'1',0
29.0,105.0,b'408',16.0,b'0',b'0',0.0,162.3,99.0,27.59,212.5,95.0,18.06,214.7,114.0,9.66,11.1,8.0,3.0,b'4',0
4.0,90.0,b'510',1924.0,b'0',b'1',22.0,187.9,121.0,31.94,209.9,101.0,17.84,256.7,102.0,11.55,10.4,5.0,2.81,b'2',0
15.0,119.0,b'510',2850.0,b'0',b'0',0.0,154.5,129.0,26.27,193.6,87.0,16.46,180.9,145.0,8.14,13.4,3.0,3.62,b'2',0
31.0,88.0,b'415',1060.0,b'0',b'0',0.0,301.5,136.0,51.26,257.7,72.0,21.9,132.9,118.0,5.98,13.4,2.0,3.62,b'4',1
